x-axis,1
second,Volt
-25.000000E-06,-979.296471924E-03
-24.995000E-06,-945.527628064E-03
-24.990000E-06,-928.643206134E-03
-24.985000E-06,-911.758784205E-03
-24.980000E-06,-911.758784205E-03
-24.975000E-06,-893.819085904E-03
-24.970000E-06,-861.105518416E-03
-24.965000E-06,-860.050242045E-03
-24.960000E-06,-827.336674556E-03
-24.955000E-06,-793.567830697E-03
-24.950000E-06,-793.567830697E-03
-24.945000E-06,-776.683408767E-03
-24.940000E-06,-742.914564908E-03
-24.935000E-06,-742.914564908E-03
-24.930000E-06,-726.030142978E-03
-24.925000E-06,-709.145721048E-03
-24.920000E-06,-691.206022748E-03
-24.915000E-06,-674.321600818E-03
-24.910000E-06,-657.437178888E-03
-24.905000E-06,-640.552756959E-03
-24.900000E-06,-606.783913099E-03
-24.895000E-06,-590.954767540E-03
-24.890000E-06,-557.185923681E-03
-24.885000E-06,-539.246225380E-03
-24.880000E-06,-506.532657892E-03
-24.875000E-06,-506.532657892E-03
-24.870000E-06,-489.648235962E-03
-24.865000E-06,-455.879392102E-03
-24.860000E-06,-438.994970173E-03
-24.855000E-06,-422.110548243E-03
-24.850000E-06,-404.170849943E-03
-24.845000E-06,-388.341704383E-03
-24.840000E-06,-371.457282454E-03
-24.835000E-06,-353.517584153E-03
-24.830000E-06,-336.633162224E-03
-24.825000E-06,-270.150750875E-03
-24.820000E-06,-253.266328946E-03
-24.815000E-06,-236.381907016E-03
-24.810000E-06,-219.497485086E-03
-24.805000E-06,-201.557786786E-03
-24.800000E-06,-184.673364856E-03
-24.795000E-06,-151.959797367E-03
-24.790000E-06,-150.904520997E-03
-24.785000E-06,-118.190953508E-03
-24.780000E-06,-101.306531578E-03
-24.775000E-06,-67.537687719E-03
-24.770000E-06,-50.653265789E-03
-24.765000E-06,-32.713567489E-03
-24.760000E-06,+15.829145559E-03
-24.755000E-06,+16.884421930E-03
-24.750000E-06,+33.768843859E-03
-24.745000E-06,+67.537687719E-03
-24.740000E-06,+67.537687719E-03
-24.735000E-06,+117.135677137E-03
-24.730000E-06,+150.904520997E-03
-24.725000E-06,+135.075375438E-03
-24.720000E-06,+168.844219297E-03
-24.715000E-06,+218.442208716E-03
-24.710000E-06,+219.497485086E-03
-24.705000E-06,+236.381907016E-03
-24.700000E-06,+269.095474505E-03
-24.695000E-06,+287.035172805E-03
-24.690000E-06,+303.919594735E-03
-24.685000E-06,+337.688438594E-03
-24.680000E-06,+354.572860524E-03
-24.675000E-06,+371.457282454E-03
-24.670000E-06,+388.341704383E-03
-24.665000E-06,+422.110548243E-03
-24.660000E-06,+437.939693802E-03
-24.655000E-06,+455.879392102E-03
-24.650000E-06,+488.592959591E-03
-24.645000E-06,+489.648235962E-03
-24.640000E-06,+539.246225380E-03
-24.635000E-06,+540.301501751E-03
-24.630000E-06,+557.185923681E-03
-24.625000E-06,+606.783913099E-03
-24.620000E-06,+607.839189470E-03
-24.615000E-06,+641.608033329E-03
-24.610000E-06,+658.492455259E-03
-24.605000E-06,+675.376877189E-03
-24.600000E-06,+708.090444678E-03
-24.595000E-06,+726.030142978E-03
-24.590000E-06,+726.030142978E-03
-24.585000E-06,+775.628132396E-03
-24.580000E-06,+759.798986837E-03
-24.575000E-06,+793.567830697E-03
-24.570000E-06,+844.221096486E-03
-24.565000E-06,+860.050242045E-03
-24.560000E-06,+893.819085904E-03
-24.555000E-06,+877.989940345E-03
-24.550000E-06,+911.758784205E-03
-24.545000E-06,+928.643206134E-03
-24.540000E-06,+961.356773623E-03
-24.535000E-06,+979.296471924E-03
-24.530000E-06,+1.013065315783E+00
-24.525000E-06,+1.013065315783E+00
-24.520000E-06,+1.045778883272E+00
-24.515000E-06,+1.080603003502E+00
-24.510000E-06,+1.080603003502E+00
-24.505000E-06,+1.097487425432E+00
-24.500000E-06,+1.131256269291E+00
-24.495000E-06,+1.147085414850E+00
-24.490000E-06,+1.148140691221E+00
-24.485000E-06,+1.165025113150E+00
-24.480000E-06,+1.181909535080E+00
-24.475000E-06,+1.232562800869E+00
-24.470000E-06,+1.198793957010E+00
-24.465000E-06,+1.249447222799E+00
-24.460000E-06,+1.249447222799E+00
-24.455000E-06,+1.283216066659E+00
-24.450000E-06,+1.266331644729E+00
-24.445000E-06,+1.283216066659E+00
-24.440000E-06,+1.316984910518E+00
-24.435000E-06,+1.316984910518E+00
-24.430000E-06,+1.300100488588E+00
-24.425000E-06,+1.333869332448E+00
-24.420000E-06,+1.332814056077E+00
-24.415000E-06,+1.349698478007E+00
-24.410000E-06,+1.350753754377E+00
-24.405000E-06,+1.367638176307E+00
-24.400000E-06,+1.383467321866E+00
-24.395000E-06,+1.384522598237E+00
-24.390000E-06,+1.384522598237E+00
-24.385000E-06,+1.384522598237E+00
-24.380000E-06,+1.384522598237E+00
-24.375000E-06,+1.400351743796E+00
-24.370000E-06,+1.401407020167E+00
-24.365000E-06,+1.418291442096E+00
-24.360000E-06,+1.401407020167E+00
-24.355000E-06,+1.418291442096E+00
-24.350000E-06,+1.418291442096E+00
-24.345000E-06,+1.418291442096E+00
-24.340000E-06,+1.418291442096E+00
-24.335000E-06,+1.418291442096E+00
-24.330000E-06,+1.435175864026E+00
-24.325000E-06,+1.435175864026E+00
-24.320000E-06,+1.451005009585E+00
-24.315000E-06,+1.451005009585E+00
-24.310000E-06,+1.451005009585E+00
-24.305000E-06,+1.452060285956E+00
-24.300000E-06,+1.451005009585E+00
-24.295000E-06,+1.467889431515E+00
-24.290000E-06,+1.452060285956E+00
-24.285000E-06,+1.435175864026E+00
-24.280000E-06,+1.452060285956E+00
-24.275000E-06,+1.452060285956E+00
-24.270000E-06,+1.451005009585E+00
-24.265000E-06,+1.451005009585E+00
-24.260000E-06,+1.434120587655E+00
-24.255000E-06,+1.435175864026E+00
-24.250000E-06,+1.418291442096E+00
-24.245000E-06,+1.434120587655E+00
-24.240000E-06,+1.417236165726E+00
-24.235000E-06,+1.434120587655E+00
-24.230000E-06,+1.401407020167E+00
-24.225000E-06,+1.384522598237E+00
-24.220000E-06,+1.384522598237E+00
-24.215000E-06,+1.383467321866E+00
-24.210000E-06,+1.383467321866E+00
-24.205000E-06,+1.366582899936E+00
-24.200000E-06,+1.366582899936E+00
-24.195000E-06,+1.333869332448E+00
-24.190000E-06,+1.333869332448E+00
-24.185000E-06,+1.333869332448E+00
-24.180000E-06,+1.315929634147E+00
-24.175000E-06,+1.300100488588E+00
-24.170000E-06,+1.283216066659E+00
