x-axis,1,2
second,Volt,Volt
-29.10000E-06,,
-29.07500E-06,,
-29.05000E-06,+150.75376723E-03,+0.0E+00
-29.02500E-06,+160.80401838E-03,-60.30150689E-03
-29.00000E-06,+146.73366677E-03,+0.0E+00
-28.97500E-06,+148.74371700E-03,-20.10050230E-03
-28.95000E-06,+161.80904349E-03,+20.10050230E-03
-28.92500E-06,+171.85929464E-03,+0.0E+00
-28.90000E-06,+165.82914395E-03,+20.10050230E-03
-28.87500E-06,+160.80401838E-03,+0.0E+00
-28.85000E-06,+170.60301325E-03,-20.10050230E-03
-28.82500E-06,+184.92462113E-03,+0.0E+00
-28.80000E-06,+182.91457091E-03,-55.27638132E-03
-28.77500E-06,+169.59798813E-03,-80.40200919E-03
-28.75000E-06,+186.68341509E-03,+0.0E+00
-28.72500E-06,+201.00502297E-03,+0.0E+00
-28.70000E-06,+194.97487228E-03,+0.0E+00
-28.67500E-06,+180.90452068E-03,+0.0E+00
-28.65000E-06,+196.73366623E-03,-20.10050230E-03
-28.62500E-06,+203.76884204E-03,+0.0E+00
-28.60000E-06,+205.02512343E-03,+0.0E+00
-28.57500E-06,+197.98994763E-03,+0.0E+00
-28.55000E-06,+196.98492251E-03,-55.27638132E-03
-28.52500E-06,+217.83919365E-03,+0.0E+00
-28.50000E-06,+221.10552527E-03,+0.0E+00
-28.47500E-06,+214.07034947E-03,+0.0E+00
-28.45000E-06,+207.78894250E-03,-20.10050230E-03
-28.42500E-06,+220.85426899E-03,-60.30150689E-03
-28.40000E-06,+226.13065084E-03,+20.10050230E-03
-28.37500E-06,+222.11055038E-03,+0.0E+00
-28.35000E-06,+215.82914342E-03,+20.10050230E-03
-28.32500E-06,+221.85929411E-03,+15.07537672E-03
-28.30000E-06,+235.92964571E-03,+0.0E+00
-28.27500E-06,+230.15075130E-03,+0.0E+00
-28.25000E-06,+219.84924388E-03,+0.0E+00
-28.22500E-06,+231.90954525E-03,-60.30150689E-03
-28.20000E-06,+245.22612803E-03,+0.0E+00
-28.17500E-06,+237.18592711E-03,+0.0E+00
-28.15000E-06,+229.14572619E-03,+0.0E+00
-28.12500E-06,+235.92964571E-03,+0.0E+00
-28.10000E-06,+252.01004755E-03,+55.27638132E-03
-28.07500E-06,+244.22110291E-03,+0.0E+00
-28.05000E-06,+231.90954525E-03,-20.10050230E-03
-28.02500E-06,+242.96482152E-03,+0.0E+00
-28.00000E-06,+256.03014801E-03,+0.0E+00
-27.97500E-06,+253.26632895E-03,+0.0E+00
-27.95000E-06,+238.19095222E-03,+0.0E+00
