64.53901484012009,60.5,6.676057586975354
NaN,60.5,NaN
NaN,60.5,NaN
NaN,60.5,NaN
64.71169099094163,60.5,6.961472712300221
NaN,60.5,NaN
NaN,60.5,NaN
NaN,60.5,NaN
NaN,60.5,NaN
42.38491751767478,60.5,29.94228509475243
62.22244573882054,60.5,2.847017750116594
NaN,60.5,NaN
NaN,60.5,NaN
69.21643241004939,60.5,14.4073262976023
NaN,NaN,NaN
74.30501905873372,71.40000000000001,4.068654143884753
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
73.5059367535018,71.40000000000001,2.949491251403073
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
42.65420560747663,71.40000000000001,40.26021623602713
74.05766747418788,71.40000000000001,3.722223353204306
NaN,71.40000000000001,NaN
NaN,71.40000000000001,NaN
76.06078850898879,71.40000000000001,6.527714998583735
NaN,NaN,NaN
81.60328761076074,75.3,8.370899881488377
NaN,75.3,NaN
NaN,75.3,NaN
NaN,75.3,NaN
80.56709865102547,75.3,6.994818925664645
NaN,75.3,NaN
NaN,75.3,NaN
83.96880317575504,75.3,11.51235481507974
NaN,75.3,NaN
42.76443057722308,75.3,43.20792752028807
NaN,75.3,NaN
NaN,75.3,NaN
NaN,75.3,NaN
78.33837511893353,75.3,4.035026718371222
NaN,NaN,NaN
74.72339711609357,65.8,13.56139379345527
NaN,65.8,NaN
NaN,65.8,NaN
NaN,65.8,NaN
72.23561555663008,65.8,9.780570754756965
NaN,65.8,NaN
NaN,65.8,NaN
78.03401474752911,65.8,18.59272757983148
NaN,65.8,NaN
42.58056872037915,65.8,35.28788948270646
NaN,65.8,NaN
NaN,65.8,NaN
NaN,65.8,NaN
72.59812382710777,65.8,10.33149517797534
NaN,NaN,NaN
78.23303366027788,84.40000000000001,7.306832156068865
NaN,84.40000000000001,NaN
NaN,84.40000000000001,NaN
NaN,84.40000000000001,NaN
83.74907563894132,84.40000000000001,0.771237394619295
