x-axis,1
second,Volt
-50.000000E-06,+36.180904135E-03
-49.998000E-06,+35.376884043E-03
-49.996000E-06,+35.376884043E-03
-49.994000E-06,+34.572863951E-03
-49.992000E-06,+35.326632787E-03
-49.990000E-06,+33.768843859E-03
-49.988000E-06,+32.160803676E-03
-49.986000E-06,+33.718592604E-03
-49.984000E-06,+32.964823768E-03
-49.982000E-06,+33.718592604E-03
-49.980000E-06,+32.160803676E-03
-49.978000E-06,+32.160803676E-03
-49.976000E-06,+32.160803676E-03
-49.974000E-06,+31.356783584E-03
-49.972000E-06,+27.336683124E-03
-49.970000E-06,+28.090451960E-03
-49.968000E-06,+26.532663032E-03
-49.966000E-06,+24.924622849E-03
-49.964000E-06,+24.120602757E-03
-49.962000E-06,+23.316582665E-03
-49.960000E-06,+23.316582665E-03
-49.958000E-06,+20.100502297E-03
-49.956000E-06,+20.100502297E-03
-49.954000E-06,+19.296482205E-03
-49.952000E-06,+18.492462113E-03
-49.950000E-06,+16.884421930E-03
-49.948000E-06,+16.080401838E-03
-49.946000E-06,+15.276381746E-03
-49.944000E-06,+13.668341562E-03
-49.942000E-06,+12.864321470E-03
-49.940000E-06,+12.060301378E-03
-49.938000E-06,+12.814070215E-03
-49.936000E-06,+13.618090306E-03
-49.934000E-06,+12.864321470E-03
-49.932000E-06,+12.864321470E-03
-49.930000E-06,+13.618090306E-03
-49.928000E-06,+12.060301378E-03
-49.926000E-06,+12.060301378E-03
-49.924000E-06,+10.452261195E-03
-49.922000E-06,+10.452261195E-03
-49.920000E-06,+10.452261195E-03
-49.918000E-06,+8.040200919E-03
-49.916000E-06,+8.040200919E-03
-49.914000E-06,+7.236180827E-03
-49.912000E-06,+7.236180827E-03
-49.910000E-06,+6.432160735E-03
-49.908000E-06,+6.432160735E-03
-49.906000E-06,+6.432160735E-03
-49.904000E-06,+5.628140643E-03
-49.902000E-06,+4.824120551E-03
-49.900000E-06,+3.216080368E-03
-49.898000E-06,+3.969849204E-03
-49.896000E-06,+3.216080368E-03
-49.894000E-06,+1.608040184E-03
-49.892000E-06,+804.020092E-06
-49.890000E-06,+1.557788928E-03
-49.888000E-06,+804.020092E-06
-49.886000E-06,+804.020092E-06
-49.884000E-06,+0.0E+00
-49.882000E-06,+753.768836E-06
-49.880000E-06,+804.020092E-06
-49.878000E-06,+804.020092E-06
-49.876000E-06,+804.020092E-06
-49.874000E-06,+2.361809020E-03
-49.872000E-06,+804.020092E-06
-49.870000E-06,+1.557788928E-03
-49.868000E-06,+1.608040184E-03
-49.866000E-06,+2.361809020E-03
-49.864000E-06,+3.969849204E-03
-49.862000E-06,+4.773869296E-03
-49.860000E-06,+4.824120551E-03
-49.858000E-06,+5.577889387E-03
-49.856000E-06,+6.381909479E-03
-49.854000E-06,+7.989949663E-03
-49.852000E-06,+7.236180827E-03
-49.850000E-06,+8.793969755E-03
-49.848000E-06,+10.402009939E-03
-49.846000E-06,+11.206030031E-03
-49.844000E-06,+11.256281286E-03
-49.842000E-06,+12.814070215E-03
-49.840000E-06,+14.422110398E-03
-49.838000E-06,+15.226130490E-03
-49.836000E-06,+16.834170674E-03
-49.834000E-06,+16.884421930E-03
-49.832000E-06,+18.442210858E-03
-49.830000E-06,+18.492462113E-03
-49.828000E-06,+19.246230950E-03
-49.826000E-06,+21.658291225E-03
-49.824000E-06,+20.904522389E-03
-49.822000E-06,+20.904522389E-03
-49.820000E-06,+21.658291225E-03
-49.818000E-06,+21.708542481E-03
-49.816000E-06,+23.266331409E-03
-49.814000E-06,+24.070351501E-03
-49.812000E-06,+25.678391685E-03
-49.810000E-06,+25.728642941E-03
-49.808000E-06,+26.482411777E-03
-49.806000E-06,+27.286431869E-03
-49.804000E-06,+26.532663032E-03
-49.802000E-06,+27.286431869E-03
-49.800000E-06,+28.894472052E-03
-49.798000E-06,+28.944723308E-03
-49.796000E-06,+28.944723308E-03
-49.794000E-06,+31.306532328E-03
-49.792000E-06,+30.552763492E-03
-49.790000E-06,+29.748743400E-03
-49.788000E-06,+30.502512236E-03
-49.786000E-06,+33.718592604E-03
-49.784000E-06,+32.964823768E-03
-49.782000E-06,+32.964823768E-03
-49.780000E-06,+32.964823768E-03
-49.778000E-06,+33.718592604E-03
-49.776000E-06,+34.522612696E-03
-49.774000E-06,+33.768843859E-03
-49.772000E-06,+34.522612696E-03
-49.770000E-06,+35.326632787E-03
-49.768000E-06,+34.572863951E-03
-49.766000E-06,+35.326632787E-03
-49.764000E-06,+34.572863951E-03
-49.762000E-06,+34.572863951E-03
-49.760000E-06,+34.572863951E-03
-49.758000E-06,+33.768843859E-03
-49.756000E-06,+33.768843859E-03
-49.754000E-06,+34.522612696E-03
-49.752000E-06,+33.768843859E-03
-49.750000E-06,+32.160803676E-03
-49.748000E-06,+32.160803676E-03
-49.746000E-06,+32.914572512E-03
-49.744000E-06,+32.160803676E-03
-49.742000E-06,+30.552763492E-03
-49.740000E-06,+29.748743400E-03
-49.738000E-06,+29.748743400E-03
-49.736000E-06,+28.944723308E-03
-49.734000E-06,+28.140703216E-03
-49.732000E-06,+26.532663032E-03
-49.730000E-06,+26.532663032E-03
-49.728000E-06,+26.532663032E-03
-49.726000E-06,+24.120602757E-03
-49.724000E-06,+24.120602757E-03
-49.722000E-06,+24.120602757E-03
-49.720000E-06,+23.316582665E-03
-49.718000E-06,+20.100502297E-03
-49.716000E-06,+20.100502297E-03
-49.714000E-06,+20.100502297E-03
-49.712000E-06,+19.296482205E-03
-49.710000E-06,+18.492462113E-03
-49.708000E-06,+16.884421930E-03
-49.706000E-06,+16.884421930E-03
-49.704000E-06,+16.884421930E-03
-49.702000E-06,+16.080401838E-03
-49.700000E-06,+14.472361654E-03
-49.698000E-06,+13.668341562E-03
-49.696000E-06,+12.864321470E-03
-49.694000E-06,+12.864321470E-03
-49.692000E-06,+11.256281286E-03
-49.690000E-06,+12.814070215E-03
-49.688000E-06,+12.060301378E-03
-49.686000E-06,+10.452261195E-03
-49.684000E-06,+9.648241103E-03
-49.682000E-06,+9.648241103E-03
-49.680000E-06,+7.236180827E-03
-49.678000E-06,+6.432160735E-03
-49.676000E-06,+4.824120551E-03
-49.674000E-06,+6.381909479E-03
-49.672000E-06,+5.628140643E-03
-49.670000E-06,+4.824120551E-03
-49.668000E-06,+4.824120551E-03
-49.666000E-06,+6.381909479E-03
-49.664000E-06,+4.824120551E-03
-49.662000E-06,+4.020100459E-03
-49.660000E-06,+3.216080368E-03
